"","dyadID","r_years","childnum","obsid","day_A","day_of_study_A","day_of_study_P","day_P","fair_chores_A","fair_chores_P","gender_chr_A","gender_chr_P","genderE_A","genderE_P","grbs_ss_A","grbs_ss_P","income_A","income_P","partID_A","partID_P","partnum_A","partnum_P","qmi_ss_A","qmi_ss_P","telework_A","telework_P"
"1",377033,31.213698630137,0,5278449,"Monday","1","1","Monday","3","3","W","M","1","-1","3.36842105263158","3.10526315789474","50000","50000","R_1QAbWeDxIaGB0nm","R_3ELr3P738kowP2k","1","2","2.75","2.75","1","0"
"2",377033,31.213698630137,0,5278449,"Monday","1","1","Monday","3","3","M","W","-1","1","3.10526315789474","3.36842105263158","50000","50000","R_3ELr3P738kowP2k","R_1QAbWeDxIaGB0nm","2","1","2.75","2.75","0","1"
"3",377033,31.213698630137,0,5278450,"Tuesday","2","2","Tuesday","4","4","W","M","1","-1","3.36842105263158","3.10526315789474","50000","50000","R_1QAbWeDxIaGB0nm","R_3ELr3P738kowP2k","1","2","2.75","2.75","1","0"
"4",377033,31.213698630137,0,5278450,"Tuesday","2","2","Tuesday","4","4","M","W","-1","1","3.10526315789474","3.36842105263158","50000","50000","R_3ELr3P738kowP2k","R_1QAbWeDxIaGB0nm","2","1","2.75","2.75","0","1"
"5",377033,31.213698630137,0,5278451,"Wednesday","3","3","Wednesday","2","3","W","M","1","-1","3.36842105263158","3.10526315789474","50000","50000","R_1QAbWeDxIaGB0nm","R_3ELr3P738kowP2k","1","2","3","3","1","0"
"6",377033,31.213698630137,0,5278451,"Wednesday","3","3","Wednesday","3","2","M","W","-1","1","3.10526315789474","3.36842105263158","50000","50000","R_3ELr3P738kowP2k","R_1QAbWeDxIaGB0nm","2","1","3","3","0","1"
"7",377033,31.213698630137,0,5278452,"Thursday","4","4","Thursday","3","3","W","M","1","-1","3.36842105263158","3.10526315789474","50000","50000","R_1QAbWeDxIaGB0nm","R_3ELr3P738kowP2k","1","2","2.75","2.75","1","0"
"8",377033,31.213698630137,0,5278452,"Thursday","4","4","Thursday","3","3","M","W","-1","1","3.10526315789474","3.36842105263158","50000","50000","R_3ELr3P738kowP2k","R_1QAbWeDxIaGB0nm","2","1","2.75","2.75","0","1"
"9",377033,31.213698630137,0,5278453,"Friday","5","5","Friday","2","3","W","M","1","-1","3.36842105263158","3.10526315789474","50000","50000","R_1QAbWeDxIaGB0nm","R_3ELr3P738kowP2k","1","2","2.75","2.75","1","0"
"10",377033,31.213698630137,0,5278453,"Friday","5","5","Friday","3","2","M","W","-1","1","3.10526315789474","3.36842105263158","50000","50000","R_3ELr3P738kowP2k","R_1QAbWeDxIaGB0nm","2","1","2.75","2.75","0","1"
"11",377033,31.213698630137,0,5278454,"Saturday","6","6","Saturday","1","4","W","M","1","-1","3.36842105263158","3.10526315789474","50000","50000","R_1QAbWeDxIaGB0nm","R_3ELr3P738kowP2k","1","2","2","2","1","0"
"12",377033,31.213698630137,0,5278454,"Saturday","6","6","Saturday","4","1","M","W","-1","1","3.10526315789474","3.36842105263158","50000","50000","R_3ELr3P738kowP2k","R_1QAbWeDxIaGB0nm","2","1","2","2","0","1"
"13",377033,31.213698630137,0,5278455,"Sunday","7","7","Sunday","2","4","W","M","1","-1","3.36842105263158","3.10526315789474","50000","50000","R_1QAbWeDxIaGB0nm","R_3ELr3P738kowP2k","1","2","2.25","2.25","1","0"
"14",377033,31.213698630137,0,5278455,"Sunday","7","7","Sunday","4","2","M","W","-1","1","3.10526315789474","3.36842105263158","50000","50000","R_3ELr3P738kowP2k","R_1QAbWeDxIaGB0nm","2","1","2.25","2.25","0","1"
"15",377033,31.213698630137,0,5278456,"Monday","8","8","Monday","3","3","W","M","1","-1","3.36842105263158","3.10526315789474","50000","50000","R_1QAbWeDxIaGB0nm","R_3ELr3P738kowP2k","1","2","2.5","2.5","1","0"
"16",377033,31.213698630137,0,5278456,"Monday","8","8","Monday","3","3","M","W","-1","1","3.10526315789474","3.36842105263158","50000","50000","R_3ELr3P738kowP2k","R_1QAbWeDxIaGB0nm","2","1","2.5","2.5","0","1"
"17",377033,31.213698630137,0,5278457,"Tuesday","9","9","Tuesday","3","3","W","M","1","-1","3.36842105263158","3.10526315789474","50000","50000","R_1QAbWeDxIaGB0nm","R_3ELr3P738kowP2k","1","2","2.25","2.75","1","0"
"18",377033,31.213698630137,0,5278457,"Tuesday","9","9","Tuesday","3","3","M","W","-1","1","3.10526315789474","3.36842105263158","50000","50000","R_3ELr3P738kowP2k","R_1QAbWeDxIaGB0nm","2","1","2.75","2.25","0","1"
"19",377033,31.213698630137,0,5278458,"Wednesday","10","10","Wednesday","3","3","W","M","1","-1","3.36842105263158","3.10526315789474","50000","50000","R_1QAbWeDxIaGB0nm","R_3ELr3P738kowP2k","1","2","2.75","2.5","1","0"
"20",377033,31.213698630137,0,5278458,"Wednesday","10","10","Wednesday","3","3","M","W","-1","1","3.10526315789474","3.36842105263158","50000","50000","R_3ELr3P738kowP2k","R_1QAbWeDxIaGB0nm","2","1","2.5","2.75","0","1"
"21",377033,31.213698630137,0,5278459,"Thursday","11","11","Thursday","3","3","W","M","1","-1","3.36842105263158","3.10526315789474","50000","50000","R_1QAbWeDxIaGB0nm","R_3ELr3P738kowP2k","1","2","2.5","2.75","1","0"
"22",377033,31.213698630137,0,5278459,"Thursday","11","11","Thursday","3","3","M","W","-1","1","3.10526315789474","3.36842105263158","50000","50000","R_3ELr3P738kowP2k","R_1QAbWeDxIaGB0nm","2","1","2.75","2.5","0","1"
"23",377033,31.213698630137,0,5278460,"Friday","12","12","Friday","3","3","W","M","1","-1","3.36842105263158","3.10526315789474","50000","50000","R_1QAbWeDxIaGB0nm","R_3ELr3P738kowP2k","1","2","2.75","2.75","1","0"
"24",377033,31.213698630137,0,5278460,"Friday","12","12","Friday","3","3","M","W","-1","1","3.10526315789474","3.36842105263158","50000","50000","R_3ELr3P738kowP2k","R_1QAbWeDxIaGB0nm","2","1","2.75","2.75","0","1"
"25",377033,31.213698630137,0,5278461,"Saturday","13","13","Saturday","2","3","W","M","1","-1","3.36842105263158","3.10526315789474","50000","50000","R_1QAbWeDxIaGB0nm","R_3ELr3P738kowP2k","1","2","2.75","3","1","0"
"26",377033,31.213698630137,0,5278461,"Saturday","13","13","Saturday","3","2","M","W","-1","1","3.10526315789474","3.36842105263158","50000","50000","R_3ELr3P738kowP2k","R_1QAbWeDxIaGB0nm","2","1","3","2.75","0","1"
"27",377033,31.213698630137,0,5278462,"Sunday","14","14","Sunday","3","3","W","M","1","-1","3.36842105263158","3.10526315789474","50000","50000","R_1QAbWeDxIaGB0nm","R_3ELr3P738kowP2k","1","2","3","3","1","0"
"28",377033,31.213698630137,0,5278462,"Sunday","14","14","Sunday","3","3","M","W","-1","1","3.10526315789474","3.36842105263158","50000","50000","R_3ELr3P738kowP2k","R_1QAbWeDxIaGB0nm","2","1","3","3","0","1"
"29",737834,18.4958904109589,1,10329664,"Tuesday","2","2","Tuesday","3","3","W","M","1","-1","2.65","3","15500","90000","R_21t5t5JNXiVzDtK","R_3scqgDGh3vGR68O","1","2","4","4","1","0"
"30",737834,18.4958904109589,1,10329664,"Tuesday","2","2","Tuesday","3","3","M","W","-1","1","3","2.65","90000","15500","R_3scqgDGh3vGR68O","R_21t5t5JNXiVzDtK","2","1","4","4","0","1"
"31",737834,18.4958904109589,1,10329665,"Wednesday","3","3","Wednesday","3","3","W","M","1","-1","2.65","3","15500","90000","R_21t5t5JNXiVzDtK","R_3scqgDGh3vGR68O","1","2","4","4","1","0"
"32",737834,18.4958904109589,1,10329665,"Wednesday","3","3","Wednesday","3","3","M","W","-1","1","3","2.65","90000","15500","R_3scqgDGh3vGR68O","R_21t5t5JNXiVzDtK","2","1","4","4","0","1"
"33",737834,18.4958904109589,1,10329666,"Thursday","4","4","Thursday","3","3","W","M","1","-1","2.65","3","15500","90000","R_21t5t5JNXiVzDtK","R_3scqgDGh3vGR68O","1","2","4","4","1","0"
"34",737834,18.4958904109589,1,10329666,"Thursday","4","4","Thursday","3","3","M","W","-1","1","3","2.65","90000","15500","R_3scqgDGh3vGR68O","R_21t5t5JNXiVzDtK","2","1","4","4","0","1"
"35",737834,18.4958904109589,1,10329667,"Friday","5","5","Friday","3","3","W","M","1","-1","2.65","3","15500","90000","R_21t5t5JNXiVzDtK","R_3scqgDGh3vGR68O","1","2","4","4","1","0"
"36",737834,18.4958904109589,1,10329667,"Friday","5","5","Friday","3","3","M","W","-1","1","3","2.65","90000","15500","R_3scqgDGh3vGR68O","R_21t5t5JNXiVzDtK","2","1","4","4","0","1"
"37",737834,18.4958904109589,1,10329668,"Saturday","6","6","Saturday","3","3","W","M","1","-1","2.65","3","15500","90000","R_21t5t5JNXiVzDtK","R_3scqgDGh3vGR68O","1","2","4","4","1","0"
"38",737834,18.4958904109589,1,10329668,"Saturday","6","6","Saturday","3","3","M","W","-1","1","3","2.65","90000","15500","R_3scqgDGh3vGR68O","R_21t5t5JNXiVzDtK","2","1","4","4","0","1"
"39",737834,18.4958904109589,1,10329669,"Sunday","7","7","Sunday","4","1","W","M","1","-1","2.65","3","15500","90000","R_21t5t5JNXiVzDtK","R_3scqgDGh3vGR68O","1","2","4","3","1","0"
"40",737834,18.4958904109589,1,10329669,"Sunday","7","7","Sunday","1","4","M","W","-1","1","3","2.65","90000","15500","R_3scqgDGh3vGR68O","R_21t5t5JNXiVzDtK","2","1","3","4","0","1"
"41",737834,18.4958904109589,1,10329670,"Monday","8","8","Monday","4","4","W","M","1","-1","2.65","3","15500","90000","R_21t5t5JNXiVzDtK","R_3scqgDGh3vGR68O","1","2","4","4","1","0"
"42",737834,18.4958904109589,1,10329670,"Monday","8","8","Monday","4","4","M","W","-1","1","3","2.65","90000","15500","R_3scqgDGh3vGR68O","R_21t5t5JNXiVzDtK","2","1","4","4","0","1"
"43",737834,18.4958904109589,1,10329671,"Tuesday","9","9","Tuesday","4","3","W","M","1","-1","2.65","3","15500","90000","R_21t5t5JNXiVzDtK","R_3scqgDGh3vGR68O","1","2","4","4","1","0"
"44",737834,18.4958904109589,1,10329671,"Tuesday","9","9","Tuesday","3","4","M","W","-1","1","3","2.65","90000","15500","R_3scqgDGh3vGR68O","R_21t5t5JNXiVzDtK","2","1","4","4","0","1"
"45",737834,18.4958904109589,1,10329672,"Wednesday","10","10","Wednesday","3","3","W","M","1","-1","2.65","3","15500","90000","R_21t5t5JNXiVzDtK","R_3scqgDGh3vGR68O","1","2","4","4","1","0"
"46",737834,18.4958904109589,1,10329672,"Wednesday","10","10","Wednesday","3","3","M","W","-1","1","3","2.65","90000","15500","R_3scqgDGh3vGR68O","R_21t5t5JNXiVzDtK","2","1","4","4","0","1"
"47",737834,18.4958904109589,1,10329673,"Thursday","11","11","Thursday","3","3","W","M","1","-1","2.65","3","15500","90000","R_21t5t5JNXiVzDtK","R_3scqgDGh3vGR68O","1","2","4","4","1","0"
"48",737834,18.4958904109589,1,10329673,"Thursday","11","11","Thursday","3","3","M","W","-1","1","3","2.65","90000","15500","R_3scqgDGh3vGR68O","R_21t5t5JNXiVzDtK","2","1","4","4","0","1"
"49",737834,18.4958904109589,1,10329674,"Friday","12","12","Friday","4","4","W","M","1","-1","2.65","3","15500","90000","R_21t5t5JNXiVzDtK","R_3scqgDGh3vGR68O","1","2","4","4","1","0"
"50",737834,18.4958904109589,1,10329674,"Friday","12","12","Friday","4","4","M","W","-1","1","3","2.65","90000","15500","R_3scqgDGh3vGR68O","R_21t5t5JNXiVzDtK","2","1","4","4","0","1"
"51",737834,18.4958904109589,1,10329675,"Saturday","13","13","Saturday","3","3","W","M","1","-1","2.65","3","15500","90000","R_21t5t5JNXiVzDtK","R_3scqgDGh3vGR68O","1","2","4","4","1","0"
"52",737834,18.4958904109589,1,10329675,"Saturday","13","13","Saturday","3","3","M","W","-1","1","3","2.65","90000","15500","R_3scqgDGh3vGR68O","R_21t5t5JNXiVzDtK","2","1","4","4","0","1"
"53",737834,18.4958904109589,1,10329676,"Sunday","14","14","Sunday","3","4","W","M","1","-1","2.65","3","15500","90000","R_21t5t5JNXiVzDtK","R_3scqgDGh3vGR68O","1","2","4","4","1","0"
"54",737834,18.4958904109589,1,10329676,"Sunday","14","14","Sunday","4","3","M","W","-1","1","3","2.65","90000","15500","R_3scqgDGh3vGR68O","R_21t5t5JNXiVzDtK","2","1","4","4","0","1"
"55",919757,1.9972602739726,0,12876585,"Monday","1","1","Monday","5","3","W","M","1","-1","2.15","2.65","22000","55000","R_2B4mAQc8sGr8ut5","R_1j8NXe3e2swXQnF","2","1","4","4","1","0"
"56",919757,1.9972602739726,0,12876585,"Monday","1","1","Monday","3","5","M","W","-1","1","2.65","2.15","55000","22000","R_1j8NXe3e2swXQnF","R_2B4mAQc8sGr8ut5","1","2","4","4","0","1"
"57",919757,1.9972602739726,0,12876586,"Tuesday","2","2","Tuesday","3","3","W","M","1","-1","2.15","2.65","22000","55000","R_2B4mAQc8sGr8ut5","R_1j8NXe3e2swXQnF","2","1","4","4","1","0"
"58",919757,1.9972602739726,0,12876586,"Tuesday","2","2","Tuesday","3","3","M","W","-1","1","2.65","2.15","55000","22000","R_1j8NXe3e2swXQnF","R_2B4mAQc8sGr8ut5","1","2","4","4","0","1"
"59",919757,1.9972602739726,0,12876587,"Wednesday","3","3","Wednesday","3","3","W","M","1","-1","2.15","2.65","22000","55000","R_2B4mAQc8sGr8ut5","R_1j8NXe3e2swXQnF","2","1","4","4","1","0"
"60",919757,1.9972602739726,0,12876587,"Wednesday","3","3","Wednesday","3","3","M","W","-1","1","2.65","2.15","55000","22000","R_1j8NXe3e2swXQnF","R_2B4mAQc8sGr8ut5","1","2","4","4","0","1"
"61",919757,1.9972602739726,0,12876588,"Thursday","4","4","Thursday","3","3","W","M","1","-1","2.15","2.65","22000","55000","R_2B4mAQc8sGr8ut5","R_1j8NXe3e2swXQnF","2","1","4","4","1","0"
"62",919757,1.9972602739726,0,12876588,"Thursday","4","4","Thursday","3","3","M","W","-1","1","2.65","2.15","55000","22000","R_1j8NXe3e2swXQnF","R_2B4mAQc8sGr8ut5","1","2","4","4","0","1"
"63",919757,1.9972602739726,0,12876589,"Friday","5","5","Friday","3","3","W","M","1","-1","2.15","2.65","22000","55000","R_2B4mAQc8sGr8ut5","R_1j8NXe3e2swXQnF","2","1","4","4","1","0"
"64",919757,1.9972602739726,0,12876589,"Friday","5","5","Friday","3","3","M","W","-1","1","2.65","2.15","55000","22000","R_1j8NXe3e2swXQnF","R_2B4mAQc8sGr8ut5","1","2","4","4","0","1"
"65",919757,1.9972602739726,0,12876590,"Saturday","6","6","Saturday","3","3","W","M","1","-1","2.15","2.65","22000","55000","R_2B4mAQc8sGr8ut5","R_1j8NXe3e2swXQnF","2","1","4","4","1","0"
"66",919757,1.9972602739726,0,12876590,"Saturday","6","6","Saturday","3","3","M","W","-1","1","2.65","2.15","55000","22000","R_1j8NXe3e2swXQnF","R_2B4mAQc8sGr8ut5","1","2","4","4","0","1"
"67",919757,1.9972602739726,0,12876591,"Sunday","7","7","Sunday","3","3","W","M","1","-1","2.15","2.65","22000","55000","R_2B4mAQc8sGr8ut5","R_1j8NXe3e2swXQnF","2","1","4","4","1","0"
"68",919757,1.9972602739726,0,12876591,"Sunday","7","7","Sunday","3","3","M","W","-1","1","2.65","2.15","55000","22000","R_1j8NXe3e2swXQnF","R_2B4mAQc8sGr8ut5","1","2","4","4","0","1"
"69",919757,1.9972602739726,0,12876592,"Monday","8","8","Monday","3","3","W","M","1","-1","2.15","2.65","22000","55000","R_2B4mAQc8sGr8ut5","R_1j8NXe3e2swXQnF","2","1","4","4","1","0"
"70",919757,1.9972602739726,0,12876592,"Monday","8","8","Monday","3","3","M","W","-1","1","2.65","2.15","55000","22000","R_1j8NXe3e2swXQnF","R_2B4mAQc8sGr8ut5","1","2","4","4","0","1"
"71",919757,1.9972602739726,0,12876593,"Tuesday","9","9","Tuesday","3","3","W","M","1","-1","2.15","2.65","22000","55000","R_2B4mAQc8sGr8ut5","R_1j8NXe3e2swXQnF","2","1","4","4","1","0"
"72",919757,1.9972602739726,0,12876593,"Tuesday","9","9","Tuesday","3","3","M","W","-1","1","2.65","2.15","55000","22000","R_1j8NXe3e2swXQnF","R_2B4mAQc8sGr8ut5","1","2","4","4","0","1"
"73",919757,1.9972602739726,0,12876594,"Wednesday","10","10","Wednesday","3","3","W","M","1","-1","2.15","2.65","22000","55000","R_2B4mAQc8sGr8ut5","R_1j8NXe3e2swXQnF","2","1","4","4","1","0"
"74",919757,1.9972602739726,0,12876594,"Wednesday","10","10","Wednesday","3","3","M","W","-1","1","2.65","2.15","55000","22000","R_1j8NXe3e2swXQnF","R_2B4mAQc8sGr8ut5","1","2","4","4","0","1"
"75",919757,1.9972602739726,0,12876595,"Thursday","11","11","Thursday","3","3","W","M","1","-1","2.15","2.65","22000","55000","R_2B4mAQc8sGr8ut5","R_1j8NXe3e2swXQnF","2","1","4","4","1","0"
"76",919757,1.9972602739726,0,12876595,"Thursday","11","11","Thursday","3","3","M","W","-1","1","2.65","2.15","55000","22000","R_1j8NXe3e2swXQnF","R_2B4mAQc8sGr8ut5","1","2","4","4","0","1"
"77",919757,1.9972602739726,0,12876596,"Friday","12","12","Friday","3","3","W","M","1","-1","2.15","2.65","22000","55000","R_2B4mAQc8sGr8ut5","R_1j8NXe3e2swXQnF","2","1","4","4","1","0"
"78",919757,1.9972602739726,0,12876596,"Friday","12","12","Friday","3","3","M","W","-1","1","2.65","2.15","55000","22000","R_1j8NXe3e2swXQnF","R_2B4mAQc8sGr8ut5","1","2","4","4","0","1"
"79",919757,1.9972602739726,0,12876597,"Saturday","13","13","Saturday","3","3","W","M","1","-1","2.15","2.65","22000","55000","R_2B4mAQc8sGr8ut5","R_1j8NXe3e2swXQnF","2","1","4","4","1","0"
"80",919757,1.9972602739726,0,12876597,"Saturday","13","13","Saturday","3","3","M","W","-1","1","2.65","2.15","55000","22000","R_1j8NXe3e2swXQnF","R_2B4mAQc8sGr8ut5","1","2","4","4","0","1"
"81",919757,1.9972602739726,0,12876598,"Sunday","14","14","Sunday","3","3","W","M","1","-1","2.15","2.65","22000","55000","R_2B4mAQc8sGr8ut5","R_1j8NXe3e2swXQnF","2","1","4","4","1","0"
"82",919757,1.9972602739726,0,12876598,"Sunday","14","14","Sunday","3","3","M","W","-1","1","2.65","2.15","55000","22000","R_1j8NXe3e2swXQnF","R_2B4mAQc8sGr8ut5","1","2","4","4","0","1"
"83",1063439,39.8616438356164,0,14888133,"Monday","1","1","Monday","3","4","W","M","1","-1","2.4","3.05","9360","125000","R_6PAhc6qSpxLKGxH","R_3isadNF81faKziX","2","1","4","3.5","0","1"
"84",1063439,39.8616438356164,0,14888133,"Monday","1","1","Monday","4","3","M","W","-1","1","3.05","2.4","125000","9360","R_3isadNF81faKziX","R_6PAhc6qSpxLKGxH","1","2","3.5","4","1","0"
"85",1063439,39.8616438356164,0,14888134,"Tuesday","2","2","Tuesday","3","4","W","M","1","-1","2.4","3.05","9360","125000","R_6PAhc6qSpxLKGxH","R_3isadNF81faKziX","2","1","3.25","3","0","1"
"86",1063439,39.8616438356164,0,14888134,"Tuesday","2","2","Tuesday","4","3","M","W","-1","1","3.05","2.4","125000","9360","R_3isadNF81faKziX","R_6PAhc6qSpxLKGxH","1","2","3","3.25","1","0"
"87",1063439,39.8616438356164,0,14888135,"Wednesday","3","3","Wednesday","2","4","W","M","1","-1","2.4","3.05","9360","125000","R_6PAhc6qSpxLKGxH","R_3isadNF81faKziX","2","1","3.75","3","0","1"
"88",1063439,39.8616438356164,0,14888135,"Wednesday","3","3","Wednesday","4","2","M","W","-1","1","3.05","2.4","125000","9360","R_3isadNF81faKziX","R_6PAhc6qSpxLKGxH","1","2","3","3.75","1","0"
"89",1063439,39.8616438356164,0,14888136,"Thursday","4","4","Thursday","2","4","W","M","1","-1","2.4","3.05","9360","125000","R_6PAhc6qSpxLKGxH","R_3isadNF81faKziX","2","1","3.5","3.25","0","1"
"90",1063439,39.8616438356164,0,14888136,"Thursday","4","4","Thursday","4","2","M","W","-1","1","3.05","2.4","125000","9360","R_3isadNF81faKziX","R_6PAhc6qSpxLKGxH","1","2","3.25","3.5","1","0"
"91",1063439,39.8616438356164,0,14888137,"Friday","5","5","Friday","2","4","W","M","1","-1","2.4","3.05","9360","125000","R_6PAhc6qSpxLKGxH","R_3isadNF81faKziX","2","1","3","3","0","1"
"92",1063439,39.8616438356164,0,14888137,"Friday","5","5","Friday","4","2","M","W","-1","1","3.05","2.4","125000","9360","R_3isadNF81faKziX","R_6PAhc6qSpxLKGxH","1","2","3","3","1","0"
"93",1063439,39.8616438356164,0,14888138,"Saturday","6","6","Saturday","2","3","W","M","1","-1","2.4","3.05","9360","125000","R_6PAhc6qSpxLKGxH","R_3isadNF81faKziX","2","1","2.75","3","0","1"
"94",1063439,39.8616438356164,0,14888138,"Saturday","6","6","Saturday","3","2","M","W","-1","1","3.05","2.4","125000","9360","R_3isadNF81faKziX","R_6PAhc6qSpxLKGxH","1","2","3","2.75","1","0"
"95",1063439,39.8616438356164,0,14888139,"Sunday","7","7","Sunday","3","5","W","M","1","-1","2.4","3.05","9360","125000","R_6PAhc6qSpxLKGxH","R_3isadNF81faKziX","2","1","3","3","0","1"
"96",1063439,39.8616438356164,0,14888139,"Sunday","7","7","Sunday","5","3","M","W","-1","1","3.05","2.4","125000","9360","R_3isadNF81faKziX","R_6PAhc6qSpxLKGxH","1","2","3","3","1","0"
"97",1063439,39.8616438356164,0,14888140,"Monday","8","8","Monday","2","4","W","M","1","-1","2.4","3.05","9360","125000","R_6PAhc6qSpxLKGxH","R_3isadNF81faKziX","2","1","3.5","3.75","0","1"
"98",1063439,39.8616438356164,0,14888140,"Monday","8","8","Monday","4","2","M","W","-1","1","3.05","2.4","125000","9360","R_3isadNF81faKziX","R_6PAhc6qSpxLKGxH","1","2","3.75","3.5","1","0"
"99",1063439,39.8616438356164,0,14888141,"Tuesday","9","9","Tuesday","3","4","W","M","1","-1","2.4","3.05","9360","125000","R_6PAhc6qSpxLKGxH","R_3isadNF81faKziX","2","1","3.5","3.75","0","1"
"100",1063439,39.8616438356164,0,14888141,"Tuesday","9","9","Tuesday","4","3","M","W","-1","1","3.05","2.4","125000","9360","R_3isadNF81faKziX","R_6PAhc6qSpxLKGxH","1","2","3.75","3.5","1","0"
"101",1063439,39.8616438356164,0,14888142,"Wednesday","10","10","Wednesday","3","5","W","M","1","-1","2.4","3.05","9360","125000","R_6PAhc6qSpxLKGxH","R_3isadNF81faKziX","2","1","3.5","3.5","0","1"
"102",1063439,39.8616438356164,0,14888142,"Wednesday","10","10","Wednesday","5","3","M","W","-1","1","3.05","2.4","125000","9360","R_3isadNF81faKziX","R_6PAhc6qSpxLKGxH","1","2","3.5","3.5","1","0"
"103",1063439,39.8616438356164,0,14888143,"Thursday","11","11","Thursday","2","4","W","M","1","-1","2.4","3.05","9360","125000","R_6PAhc6qSpxLKGxH","R_3isadNF81faKziX","2","1","3.5","3","0","1"
"104",1063439,39.8616438356164,0,14888143,"Thursday","11","11","Thursday","4","2","M","W","-1","1","3.05","2.4","125000","9360","R_3isadNF81faKziX","R_6PAhc6qSpxLKGxH","1","2","3","3.5","1","0"
"105",1063439,39.8616438356164,0,14888144,"Friday","12","12","Friday","2","4","W","M","1","-1","2.4","3.05","9360","125000","R_6PAhc6qSpxLKGxH","R_3isadNF81faKziX","2","1","2.75","3.25","0","1"
"106",1063439,39.8616438356164,0,14888144,"Friday","12","12","Friday","4","2","M","W","-1","1","3.05","2.4","125000","9360","R_3isadNF81faKziX","R_6PAhc6qSpxLKGxH","1","2","3.25","2.75","1","0"
"107",1063439,39.8616438356164,0,14888145,"Saturday","13","13","Saturday","3","4","W","M","1","-1","2.4","3.05","9360","125000","R_6PAhc6qSpxLKGxH","R_3isadNF81faKziX","2","1","3","2.75","0","1"
"108",1063439,39.8616438356164,0,14888145,"Saturday","13","13","Saturday","4","3","M","W","-1","1","3.05","2.4","125000","9360","R_3isadNF81faKziX","R_6PAhc6qSpxLKGxH","1","2","2.75","3","1","0"
"109",1063439,39.8616438356164,0,14888146,"Sunday","14","14","Sunday","3","4","W","M","1","-1","2.4","3.05","9360","125000","R_6PAhc6qSpxLKGxH","R_3isadNF81faKziX","2","1","3.75","3.25","0","1"
"110",1063439,39.8616438356164,0,14888146,"Sunday","14","14","Sunday","4","3","M","W","-1","1","3.05","2.4","125000","9360","R_3isadNF81faKziX","R_6PAhc6qSpxLKGxH","1","2","3.25","3.75","1","0"
"111",1215551,32.5205479452055,0,17017701,"Monday","1","1","Monday","4","2","W","M","1","-1","3.35","4.05","83000","38000","R_1ib4Sbpr2laTU4n","R_27DoLcZAeezGpAg","1","2","2.75","1.5","1","0"
"112",1215551,32.5205479452055,0,17017701,"Monday","1","1","Monday","2","4","M","W","-1","1","4.05","3.35","38000","83000","R_27DoLcZAeezGpAg","R_1ib4Sbpr2laTU4n","2","1","1.5","2.75","0","1"
"113",1215551,32.5205479452055,0,17017702,"Tuesday","2","2","Tuesday","3","2","W","M","1","-1","3.35","4.05","83000","38000","R_1ib4Sbpr2laTU4n","R_27DoLcZAeezGpAg","1","2","2.75","2.25","1","0"
"114",1215551,32.5205479452055,0,17017702,"Tuesday","2","2","Tuesday","2","3","M","W","-1","1","4.05","3.35","38000","83000","R_27DoLcZAeezGpAg","R_1ib4Sbpr2laTU4n","2","1","2.25","2.75","0","1"
"115",1215551,32.5205479452055,0,17017704,"Thursday","4","4","Thursday","3","2","W","M","1","-1","3.35","4.05","83000","38000","R_1ib4Sbpr2laTU4n","R_27DoLcZAeezGpAg","1","2","2.75","1.75","1","0"
"116",1215551,32.5205479452055,0,17017704,"Thursday","4","4","Thursday","2","3","M","W","-1","1","4.05","3.35","38000","83000","R_27DoLcZAeezGpAg","R_1ib4Sbpr2laTU4n","2","1","1.75","2.75","0","1"
"117",1215551,32.5205479452055,0,17017705,"Friday","5","5","Friday","4","2","W","M","1","-1","3.35","4.05","83000","38000","R_1ib4Sbpr2laTU4n","R_27DoLcZAeezGpAg","1","2","2","2","1","0"
"118",1215551,32.5205479452055,0,17017705,"Friday","5","5","Friday","2","4","M","W","-1","1","4.05","3.35","38000","83000","R_27DoLcZAeezGpAg","R_1ib4Sbpr2laTU4n","2","1","2","2","0","1"
"119",1215551,32.5205479452055,0,17017706,"Saturday","6","6","Saturday","4","2","W","M","1","-1","3.35","4.05","83000","38000","R_1ib4Sbpr2laTU4n","R_27DoLcZAeezGpAg","1","2","2.25","1.75","1","0"
"120",1215551,32.5205479452055,0,17017706,"Saturday","6","6","Saturday","2","4","M","W","-1","1","4.05","3.35","38000","83000","R_27DoLcZAeezGpAg","R_1ib4Sbpr2laTU4n","2","1","1.75","2.25","0","1"
"121",1215551,32.5205479452055,0,17017707,"Sunday","7","7","Sunday","3","2","W","M","1","-1","3.35","4.05","83000","38000","R_1ib4Sbpr2laTU4n","R_27DoLcZAeezGpAg","1","2","2","1.25","1","0"
"122",1215551,32.5205479452055,0,17017707,"Sunday","7","7","Sunday","2","3","M","W","-1","1","4.05","3.35","38000","83000","R_27DoLcZAeezGpAg","R_1ib4Sbpr2laTU4n","2","1","1.25","2","0","1"
"123",1215551,32.5205479452055,0,17017708,"Monday","8","8","Monday","3","2","W","M","1","-1","3.35","4.05","83000","38000","R_1ib4Sbpr2laTU4n","R_27DoLcZAeezGpAg","1","2","2.75","1.5","1","0"
"124",1215551,32.5205479452055,0,17017708,"Monday","8","8","Monday","2","3","M","W","-1","1","4.05","3.35","38000","83000","R_27DoLcZAeezGpAg","R_1ib4Sbpr2laTU4n","2","1","1.5","2.75","0","1"
