"partID_given","partID","dyadID","gender_baseline","Progress","Duration","RecordedDate","DistributionChannel","day","gender","gender_6_TEXT","gate1","gate2","gate3","gate4","gate5","gate6","beds","vaccum","food","dishes","garbage","yardwork","pets","laundry","errands","cars","finances","events","calls","other_chores","fair_chores","satisfied_chores","homeschool","attention","worrying","activities","clothes","sick","getting_up","put_to_bed","discipline","reading","playing","picking_up","hygiene","dressing","comforting","feeding","other_childcare","fair_childcare","satisfied_childcare","wfibs1","wfibs2","wfibs3","covid_pres1","covid_pres2","covid_pres3","covid_pres4","covid_pres5","covid_pres6","qmi1","qmi2","qmi3","qmi4","comm1","comm2","comm3","comm4","comments","ResponseID","RecordedDate_lag","dist","first_sec","prob","rec_num","weekish","day_of_study","week","problems","ID_check","ResponseID_chr","obsid"
"","R_DBiW0oUWBs7jpHb",28992252,"Woman",100,99,2020-10-11 19:54:00,"email","Sunday","Man",NA,"Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","No","No","Yes","Yes","No","No","No","Yes","No","No","No","No","No","None","Pretty much fair to me","Somewhat satisfied","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","None","Pretty much fair to me","Somewhat satisfied","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat true about me","Somewhat true about me","Mostly true about me","Somewhat true about me","Strongly disagree","Somewhat disagree","Strongly disagree","Strongly disagree","None",8,2020-10-04 17:36:00,7.09583333333333,2,0,14,2,14,2,0,0,"8",405891528
"","R_2qmj8oqtqUDv7nG",29008274,"Woman",100,1731,2020-09-29 07:47:00,"smsinvite","Monday","Woman",NA,"Somewhat agree","Neither agree nor disagree","Strongly disagree","","","","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","Fair to both you and your partner","Somewhat satisfied","","","","","","","","","","","","","","","","","","","","Somewhat disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat true about me","Somewhat true about me","Somewhat true about me","Somewhat true about me","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Strongly disagree","",3,NA,NA,1,0,1,1,1,1,0,0,"3",406115823
"","R_2qmj8oqtqUDv7nG",29008274,"Woman",100,301,2020-09-29 17:17:00,"smsinvite","Tuesday","Woman",NA,"Neither agree nor disagree","Strongly disagree","Strongly disagree","","","","Yes","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No ","Pretty much fair to me","Somewhat satisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Somewhat agree","Somewhat agree","Somewhat true about me","Somewhat true about me","Somewhat true about me","Somewhat true about me","Somewhat disagree","Somewhat disagree","Somewhat disagree","Strongly disagree","",11,NA,NA,1,0,2,1,2,1,0,0,"11",406115824
"","R_2qmj8oqtqUDv7nG",29008274,"Woman",100,656,2020-10-01 06:23:00,"smsinvite","Wednesday","Woman",NA,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","","","","Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","No","no","Fair to both you and your partner","Neither satisfied nor dissatisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat true about me","Somewhat true about me","Somewhat true about me","Somewhat true about me","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","",13,NA,NA,1,0,3,1,3,1,0,0,"13",406115825
"","R_2qmj8oqtqUDv7nG",29008274,"Woman",100,140,2020-10-01 17:05:00,"smsinvite","Thursday","Woman",NA,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","","","","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No ","Fair to both you and your partner","Somewhat satisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Somewhat true about me","Somewhat true about me","Somewhat true about me","Somewhat true about me","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","",9,NA,NA,1,0,4,1,4,1,0,0,"9",406115826
"","R_2qmj8oqtqUDv7nG",29008274,"Woman",100,1133,2020-10-03 08:18:00,"smsinvite","Friday","Woman",NA,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","","","","Yes","No","No","No","No","No","No","No","No","No","No","No","No","no","Pretty much fair to me","Somewhat satisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat agree","Neither agree nor disagree","A little true about me","A little true about me","A little true about me","A little true about me","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","",1,NA,NA,1,0,5,1,5,1,0,0,"1",406115827
"","R_2qmj8oqtqUDv7nG",29008274,"Woman",100,130,2020-10-03 17:03:00,"smsinvite","Saturday","Woman",NA,"Somewhat disagree","Strongly disagree","Strongly disagree","","","","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No ","Pretty much fair to me","Somewhat satisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat true about me","Somewhat true about me","Somewhat true about me","Somewhat true about me","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","",5,NA,NA,1,0,6,1,6,1,0,0,"5",406115828
"","R_2qmj8oqtqUDv7nG",29008274,"Woman",100,218,2020-10-04 17:08:00,"smsinvite","Sunday","Woman",NA,"Strongly disagree","Strongly disagree","Strongly disagree","","","","No","No","No","No","No","No","No","No","No","No","No","No","No","No ","Very fair to me","Very satisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat true about me","Somewhat true about me","Somewhat true about me","Somewhat true about me","Somewhat disagree","Somewhat disagree","Somewhat disagree","Strongly disagree","",7,NA,NA,1,0,7,1,7,1,0,0,"7",406115829
"","R_2qmj8oqtqUDv7nG",29008274,"Woman",100,205,2020-10-05 17:11:00,"smsinvite","Monday","Woman",NA,"Somewhat agree","Somewhat disagree","Neither agree nor disagree","","","","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No ","Fair to both you and your partner","Somewhat satisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Somewhat agree","Strongly agree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Somewhat true about me","Somewhat true about me","Somewhat true about me","Somewhat true about me","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","",4,2020-09-29 07:47:00,6.39166666666667,2,0,8,2,8,2,0,0,"4",406115830
"","R_2qmj8oqtqUDv7nG",29008274,"Woman",100,250,2020-10-06 17:06:00,"smsinvite","Tuesday","Woman",NA,"Somewhat agree","Somewhat agree","Neither agree nor disagree","","","","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No ","Fair to both you and your partner","Neither satisfied nor dissatisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Somewhat true about me","Somewhat true about me","Somewhat true about me","Somewhat true about me","Strongly disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","",12,2020-09-29 17:17:00,6.99236111111111,2,0,9,2,9,2,0,0,"12",406115831
"","R_2qmj8oqtqUDv7nG",29008274,"Woman",100,386,2020-10-07 18:03:00,"smsinvite","Wednesday","Woman",NA,"Somewhat agree","Somewhat agree","Somewhat agree","","","","Yes","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","Fair to both you and your partner","Somewhat satisfied","","","","","","","","","","","","","","","","","","","","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Mostly true about me","Mostly true about me","Mostly true about me","Mostly true about me","Strongly disagree","Somewhat agree","Strongly disagree","Strongly disagree","No",14,2020-10-01 06:23:00,6.48611111111111,2,0,10,2,10,2,0,0,"14",406115832
"","R_2qmj8oqtqUDv7nG",29008274,"Woman",100,1685,2020-10-09 07:44:00,"smsinvite","Thursday","Woman",NA,"Somewhat agree","Somewhat disagree","Somewhat disagree","","","","Yes","No","No","No","No","No","No","No","No","No","No","No","No","no","Pretty much fair to me","Somewhat satisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat true about me","Somewhat true about me","Somewhat true about me","Somewhat true about me","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","",10,2020-10-01 17:05:00,7.61041666666667,2,0,11,2,11,2,0,0,"10",406115833
"","R_2qmj8oqtqUDv7nG",29008274,"Woman",100,501,2020-10-09 17:11:00,"smsinvite","Friday","Woman",NA,"Somewhat agree","Strongly disagree","Strongly disagree","","","","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Fair to both you and your partner","Somewhat satisfied","","","","","","","","","","","","","","","","","","","","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Mostly true about me","Mostly true about me","Mostly true about me","Mostly true about me","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","No",2,2020-10-03 08:18:00,6.37013888888889,2,0,12,2,12,2,0,0,"2",406115834
"","R_2qmj8oqtqUDv7nG",29008274,"Woman",100,155,2020-10-10 17:12:00,"smsinvite","Saturday","Woman",NA,"Strongly disagree","Strongly disagree","Strongly disagree","","","","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Very fair to me","Very satisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat true about me","Somewhat true about me","Somewhat true about me","Somewhat true about me","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","",6,2020-10-03 17:03:00,7.00625,2,0,13,2,13,2,0,0,"6",406115835
"","R_2qmj8oqtqUDv7nG",29008274,"Woman",100,138,2020-10-11 17:07:00,"smsinvite","Sunday","Woman",NA,"Strongly disagree","Strongly disagree","Strongly disagree","","","","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Very fair to me","Very satisfied","","","","","","","","","","","","","","","","","","","","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Mostly true about me","Mostly true about me","Mostly true about me","Somewhat true about me","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","",8,2020-10-04 17:08:00,6.99930555555556,2,0,14,2,14,2,0,0,"8",406115836
"","R_1LpVhmCAz2XiD3o",29008631,"",100,2232,2020-09-28 18:05:00,"email","Monday","Man",NA,"Somewhat agree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Strongly disagree","No","No","Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No","Fair to both you and your partner","Very satisfied","Yes","Yes","No","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","Fair to both you and your partner","Neither satisfied nor dissatisfied","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly agree","Somewhat disagree","Somewhat disagree","Mostly true about me","Mostly true about me","Mostly true about me","Somewhat true about me","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","No",3,NA,NA,1,0,1,1,1,1,0,0,"3",406120821
"","R_1LpVhmCAz2XiD3o",29008631,"Man",100,919,2020-09-29 18:39:00,"email","Tuesday","Man",NA,"Somewhat agree","Somewhat disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","No","No","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","No","Yes","no","Fair to both you and your partner","Somewhat satisfied","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","Yes","Yes","No","No","Yes","No","no","Slightly unfair to you","Somewhat dissatisfied","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly agree","Somewhat disagree","Neither agree nor disagree","Somewhat true about me","Somewhat true about me","A little true about me","A little true about me","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","No further comment to share.",11,NA,NA,1,0,2,1,2,1,0,0,"11",406120822
"","R_1LpVhmCAz2XiD3o",29008631,"Man",100,1442,2020-09-30 20:06:00,"email","Wednesday","Man",NA,"Neither agree nor disagree","Somewhat disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","No","No","Yes","No","Yes","No","Yes","No","Yes","No","No","No","Yes","no","Fair to both you and your partner","Somewhat satisfied","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","no","Fair to both you and your partner","Very satisfied","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Mostly true about me","Mostly true about me","Mostly true about me","Mostly true about me","Strongly disagree","Strongly agree","Strongly disagree","Somewhat disagree","no",13,NA,NA,1,0,3,1,3,1,0,0,"13",406120823
"","R_1LpVhmCAz2XiD3o",29008631,"Man",100,1604,2020-10-01 20:11:00,"email","Thursday","Man",NA,"Somewhat disagree","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Strongly disagree","Somewhat disagree","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","Yes","No","No","no","Fair to both you and your partner","Very satisfied","Yes","Yes","No","Yes","No","No","No","No","Yes","No","No","Yes","No","No","Yes","No","no","Pretty much fair to me","Very satisfied","Somewhat agree","Strongly agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Strongly agree","Mostly true about me","Mostly true about me","Mostly true about me","Somewhat true about me","Strongly disagree","Strongly agree","Strongly disagree","Somewhat disagree","no",9,NA,NA,1,0,4,1,4,1,0,0,"9",406120824
"","R_1LpVhmCAz2XiD3o",29008631,"Man",100,1066,2020-10-02 20:43:00,"email","Friday","Man",NA,"Somewhat disagree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Yes","No","Yes","No","Yes","No","Yes","No","No","No","No","No","Yes","no","Pretty much fair to me","Very satisfied","Yes","Yes","No","No","No","No","Yes","No","No","No","Yes","No","No","No","Yes","Yes","no","Fair to both you and your partner","Very satisfied","Somewhat agree","Strongly agree","Strongly disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Mostly true about me","Mostly true about me","Mostly true about me","Somewhat true about me","Somewhat disagree","Somewhat agree","Strongly disagree","Somewhat disagree","no comment",1,NA,NA,1,0,5,1,5,1,0,0,"1",406120825
"","R_1LpVhmCAz2XiD3o",29008631,"Man",100,813,2020-10-03 21:33:00,"email","Saturday","Man",NA,"Somewhat disagree","Somewhat disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","no","Fair to both you and your partner","Somewhat satisfied","No","Yes","No","Yes","No","No","No","No","Yes","No","Yes","Yes","No","No","No","Yes","no","Fair to both you and your partner","Neither satisfied nor dissatisfied","Strongly disagree","Strongly disagree","Strongly agree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Mostly true about me","Somewhat true about me","Somewhat true about me","Mostly true about me","Strongly disagree","Somewhat agree","Strongly disagree","Somewhat disagree","no other comments",5,NA,NA,1,0,6,1,6,1,0,0,"5",406120826
"","R_1LpVhmCAz2XiD3o",29008631,"Man",100,1395,2020-10-04 22:10:00,"email","Sunday","Man",NA,"Neither agree nor disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","No","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","no","Pretty much fair to me","Very satisfied","No","Yes","No","No","No","No","No","No","Yes","No","Yes","No","No","No","Yes","Yes","no","Pretty much fair to me","Somewhat satisfied","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Strongly disagree","Neither agree nor disagree","Somewhat agree","Mostly true about me","Mostly true about me","Mostly true about me","Somewhat true about me","Somewhat disagree","Somewhat agree","Strongly disagree","Somewhat disagree","no",7,NA,NA,1,0,7,1,7,1,0,0,"7",406120827
"","R_1LpVhmCAz2XiD3o",29008631,"Man",100,1565,2020-10-05 21:10:00,"email","Monday","Man",NA,"Somewhat agree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Strongly disagree","Somewhat disagree","No","No","Yes","No","Yes","No","Yes","No","No","No","Yes","No","No","No","Fair to both you and your partner","Very satisfied","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","No","No","No","Yes","Yes","no","Fair to both you and your partner","Somewhat satisfied","Somewhat agree","Strongly agree","Strongly disagree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Strongly disagree","Somewhat agree","Somewhat agree","Mostly true about me","Mostly true about me","Somewhat true about me","Mostly true about me","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","no",4,2020-09-28 18:05:00,7.12847222222222,2,0,8,2,8,2,0,0,"4",406120828
"","R_1LpVhmCAz2XiD3o",29008631,"Man",100,534,2020-10-06 20:11:00,"email","Tuesday","Man",NA,"Somewhat disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","none","Very fair to me","Very satisfied","No","Yes","No","Yes","No","No","No","No","Yes","No","No","Yes","No","No","Yes","No","nothing else","Fair to both you and your partner","Somewhat satisfied","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Strongly agree","Somewhat disagree","Strongly disagree","Strongly agree","Somewhat agree","Somewhat true about me","Somewhat true about me","Somewhat true about me","A little true about me","Somewhat disagree","Somewhat disagree","Strongly disagree","Somewhat agree","no",12,2020-09-29 18:39:00,7.06388888888889,2,0,9,2,9,2,0,0,"12",406120829
"","R_1LpVhmCAz2XiD3o",29008631,"Man",100,334,2020-10-07 21:31:00,"email","Wednesday","Man",NA,"Somewhat disagree","Somewhat disagree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","No","No","Yes","No","Yes","No","Yes","No","Yes","No","No","No","No","no","Pretty much fair to me","Very satisfied","Yes","Yes","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","Yes","no","Fair to both you and your partner","Very satisfied","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat true about me","Somewhat true about me","Somewhat true about me","A little true about me","Somewhat disagree","Neither agree nor disagree","Strongly disagree","Somewhat agree","no",14,2020-09-30 20:06:00,7.05902777777778,2,0,10,2,10,2,0,0,"14",406120830
"","R_1LpVhmCAz2XiD3o",29008631,"Man",100,1187,2020-10-08 22:29:00,"email","Thursday","Man",NA,"Somewhat agree","Somewhat disagree","Strongly disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","No","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Yes","No","no","Fair to both you and your partner","Somewhat satisfied","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","no","Fair to both you and your partner","Neither satisfied nor dissatisfied","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Strongly agree","Mostly true about me","Mostly true about me","Mostly true about me","Somewhat true about me","Somewhat disagree","Somewhat agree","Strongly disagree","Neither agree nor disagree","no",10,2020-10-01 20:11:00,7.09583333333333,2,0,11,2,11,2,0,0,"10",406120831
"","R_1LpVhmCAz2XiD3o",29008631,"Man",100,1138,2020-10-09 22:38:00,"email","Friday","Man",NA,"Neither agree nor disagree","Somewhat disagree","Strongly disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","No","No","No","No","Yes","No","Yes","No","Yes","No","No","No","No","No","Pretty much fair to me","Very satisfied","Yes","Yes","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","Yes","no","Fair to both you and your partner","Somewhat satisfied","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Strongly disagree","Somewhat agree","Strongly agree","Mostly true about me","Mostly true about me","Somewhat true about me","Somewhat true about me","Somewhat disagree","Somewhat agree","Strongly disagree","Somewhat disagree","no",2,2020-10-02 20:43:00,7.07986111111111,2,0,12,2,12,2,0,0,"2",406120832
"","R_1LpVhmCAz2XiD3o",29008631,"Man",100,1960,2020-10-10 20:01:00,"email","Saturday","Man",NA,"Somewhat agree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","No","No","Yes","No","Yes","No","Yes","No","No","No","Yes","Yes","Yes","no","Fair to both you and your partner","Somewhat satisfied","No","Yes","No","Yes","No","No","No","No","Yes","No","Yes","No","No","No","Yes","Yes","no","Fair to both you and your partner","Neither satisfied nor dissatisfied","Strongly disagree","Strongly disagree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Mostly true about me","Mostly true about me","Mostly true about me","Mostly true about me","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Today I was contacted repeatedly to resolve unexpected work issues (because of the upcoming holiday on Monday); however, I chose to delay my involvement in favor of household obligations.",6,2020-10-03 21:33:00,6.93611111111111,2,0,13,2,13,2,0,0,"6",406120833
"","R_1LpVhmCAz2XiD3o",29008631,"Man",100,1619,2020-10-11 22:24:00,"email","Sunday","Man",NA,"Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Strongly agree","Somewhat disagree","Strongly disagree","No","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","no","Pretty much fair to me","Somewhat satisfied","No","Yes","No","Yes","No","No","No","No","Yes","No","Yes","Yes","No","No","Yes","Yes","no","Slightly unfair to you","Neither satisfied nor dissatisfied","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Strongly disagree","Neither agree nor disagree","Somewhat agree","Somewhat true about me","Somewhat true about me","A little true about me","Somewhat true about me","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","no",8,2020-10-04 22:10:00,7.00972222222222,2,0,14,2,14,2,0,0,"8",406120834
"","R_3sBmlVgunMONOH8",29008631,"",100,542,2020-09-28 20:12:00,"email","Monday","Woman",NA,"Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat disagree","Yes","No","Yes","Yes","No","No","Yes","No","No","No","Yes","Yes","No","N/A","Fair to both you and your partner","Very satisfied","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","No","No","No","Yes","No","N/A","Slightly unfair to you","Neither satisfied nor dissatisfied","Somewhat agree","Strongly agree","Somewhat disagree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Mostly true about me","Mostly true about me","Mostly true about me","Mostly true about me","Strongly disagree","Strongly agree","Somewhat disagree","Strongly disagree","N/A",3,NA,NA,1,0,1,1,1,1,0,0,"3",406120821
"","R_3sBmlVgunMONOH8",29008631,"Woman",100,602,2020-09-29 21:01:00,"email","Tuesday","Woman",NA,"Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","No","N/A","Pretty much fair to me","Somewhat satisfied","No","Yes","Yes","No","No","No","Yes","No","No","No","No","Yes","No","No","Yes","Yes","N/A","Pretty much fair to me","Somewhat satisfied","Strongly agree","Somewhat agree","Strongly disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat true about me","Mostly true about me","Somewhat true about me","A little true about me","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly disagree","N/A",11,NA,NA,1,0,2,1,2,1,0,0,"11",406120822
"","R_3sBmlVgunMONOH8",29008631,"Woman",100,1622,2020-09-30 21:32:00,"email","Wednesday","Woman",NA,"Somewhat agree","Strongly disagree","Somewhat disagree","Somewhat agree","Strongly disagree","Somewhat disagree","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","No","No","N/A","Slightly unfair to you","Neither satisfied nor dissatisfied","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","No","No","No","Yes","Yes","N/A","Fair to both you and your partner","Somewhat satisfied","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Strongly disagree","Somewhat agree","Somewhat agree","Mostly true about me","Mostly true about me","Somewhat true about me","Somewhat true about me","Somewhat disagree","Strongly agree","Somewhat disagree","Strongly disagree","N/A",13,NA,NA,1,0,3,1,3,1,0,0,"13",406120823
"","R_3sBmlVgunMONOH8",29008631,"Woman",100,1383,2020-10-01 23:27:00,"email","Thursday","Woman",NA,"Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","No","Yes","N/A","Fair to both you and your partner","Somewhat satisfied","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","N/A","Slightly unfair to you","Neither satisfied nor dissatisfied","Somewhat agree","Strongly agree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Strongly agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Mostly true about me","Mostly true about me","Somewhat true about me","Somewhat true about me","Somewhat disagree","Somewhat agree","Somewhat agree","Strongly disagree","N/A",9,NA,NA,1,0,4,1,4,1,0,0,"9",406120824
"","R_3sBmlVgunMONOH8",29008631,"Woman",100,783,2020-10-02 23:12:00,"email","Friday","Woman",NA,"Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Strongly disagree","No","Yes","Yes","Yes","No","No","Yes","No","No","No","Yes","No","No","none","Slightly unfair to you","Neither satisfied nor dissatisfied","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","none","Fair to both you and your partner","Somewhat satisfied","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Strongly disagree","Somewhat agree","Neither agree nor disagree","Mostly true about me","Somewhat true about me","Somewhat true about me","A little true about me","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Strongly disagree","N/A",1,NA,NA,1,0,5,1,5,1,0,0,"1",406120825
